Year,Contract Number,Contract Type,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,Call Center – Pharmacy Hold Time,Call Center – Foreign Language Interpreter and TTY/TDD Availability,Appeals Auto–Forward,Appeals Upheld,Enrollment Timeliness,Complaints about the Drug Plan,Beneficiary Access and Performance Problems,Members Choosing to Leave the Plan,Drug Plan Quality Improvement,Getting Information From Drug Plan,Rating of Drug Plan,Getting Needed Prescription Drugs,MPF Price Accuracy,High Risk Medication,Diabetes Treatment,Part D Medication Adherence for Oral Diabetes Medications,Part D Medication Adherence for Hypertension (RAS antagonists),Part D Medication Adherence for Cholesterol (Statins)
2013,H5649,MA-PD,Local CCP,"CENTRAL HEALTH PLAN OF CALIFORNIA, INC.",Central Health Medicare Plan,Central Health Plan of California,0.006944444,0.92,0,,0.98,0.14,100,0.14,,0.81,0.87,0.88,99,0.048,0.9,0.719,0.683,0.61
2013,H5652,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,Erickson Advantage,"UnitedHealth Group, Inc.",0.006944444,0.69,2.2,,0.96,0.23,12,0.02,,0.88,0.85,0.93,,0.053,0.798,0.886,0.843,0.797
2013,H5656,MA-PD,Local CCP,"SELECTCARE HEALTH PLANS, INC.",Universal American Corp.,Universal American Corp.,0.017361111,0.91,1.7,,0.9,0.61,100,0.24,,0.83,0.86,0.9,,0.096,0.883,0.673,0.662,0.637
2013,H5679,MA-PD,Local CCP,"HMO COLORADO, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",0.004166667,0.64,0,,,1.08,47,0.19,,,0.82,0.9,97,0.068,0.852,0.762,0.734,0.671
2013,H5685,MA-PD,Local CCP,"MIDWEST HEALTH PLAN, INC.",Midwest Advantage,Henry Ford Health System,0.109027778,0.83,,,,,80,,,,,,99,0.196,0.865,0.697,0.709,0.624
2013,H5696,MA-PD,Local CCP,"PHYSICIANS UNITED PLAN, INC.",Physicians United Plan,"IDJB Investments, LLC",0.016666667,0.82,0,,0.95,0.68,100,0.18,,0.86,0.86,0.93,99,0.077,0.868,0.732,0.696,0.662
2013,H5698,MA-PD,Local CCP,"WINDSOR HEALTH PLAN, INC.",Windsor Medicare Extra,Munich American Holding Corporation,0.013888889,0.96,0,0.33,0.95,0.44,100,0.14,,0.81,0.85,0.9,99,0.125,0.842,0.636,0.625,0.565
2013,H5703,MA-PD,Local CCP,SOUTH COUNTRY HEALTH ALLIANCE,South Country Health Alliance,South Country Health Alliance,0.013888889,0.38,,,,,100,,,,,,99,,0.781,0.84,0.789,0.86
2013,H5732,MA-PD,Local CCP,"TRIPLE-S SALUD, INC.","Triple-S Salud, INC.",Triple-S Management Corporation,0.034027778,0.64,0,0.57,,0.31,80,0.09,,,0.84,0.87,98,0.059,0.871,0.603,0.608,0.401
2013,H5746,MA-PD,Local CCP,"AMERIGROUP COMMUNITY CARE OF NEW MEXICO, INC.",Amerigroup Community Care of New Mexico,AMERIGROUP Corporation,0.0125,0.75,5.3,,0.92,0.61,80,0.08,,0.77,0.84,0.88,99,0.116,0.851,0.635,0.665,0.645
2013,H5749,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",0.007638889,0.91,1.7,,0.96,0.42,0,0.2,,0.89,0.82,0.91,99,0.072,0.863,0.723,0.736,0.682
2013,H5750,MA-PD,Local CCP,METROPOLITAN HEALTH PLAN,Cornerstone Solutions,Metropolitan Health Plan,0.017361111,0.84,,,,,100,,,,,,99,,0.836,,0.541,0.533
2013,H5774,MA-PD,Local CCP,"AMERICAN HEALTH, INC.",American Health Medicare,Triple-S Management Corporation,0.04375,0.87,0,,0.97,0.36,60,0.23,,,0.94,0.91,99,0.167,0.894,0.575,0.578,0.431
2013,H5779,MA-PD,Local CCP,"MERIDIAN HEALTH PLAN OF ILLINOIS, INC.",Meridian Advantage Plan of Illinois,"Caidan Enterprises, Inc.",,,,,,,,,,,,,,,,,,
2013,H5782,MA-PD,Local CCP,PARTNERSHIP HEALTHPLAN OF CALIFORNIA,Partnership HealthPlan of California,PARTNERSHIP HEALTHPLAN OF CALIFORNIA,0.005555556,0.89,0,,,0.05,80,0.03,,,0.89,0.93,99,0.09,0.867,0.763,0.728,0.708
2013,H5783,MA-PD,Local CCP,"ARCADIAN HEALTH PLAN, INC.","Arcadian Health Plan, Inc.",Humana Inc.,0.016666667,0.59,7.9,,0.98,0.21,80,0.21,,,0.86,0.91,,0.102,0.838,0.628,0.634,0.595
2013,H5793,MA-PD,Local CCP,"AETNA HEALTH, INC. (CT)",Aetna Medicare,Aetna Inc.,0.032638889,0.89,0,,0.96,0.42,40,0.13,,0.79,0.83,0.9,98,0.03,0.841,0.756,0.792,0.744
2013,H5810,MA-PD,Local CCP,MOLINA HEALTHCARE OF CALIFORNIA,Molina Healthcare of California,"Molina Healthcare, Inc.,",0.013194444,0.77,1.7,,0.97,0.43,80,0.2,,0.74,0.81,0.84,99,0.07,0.905,0.644,0.628,0.574
2013,H5811,MA-PD,Local CCP,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Health Plan,0.006944444,0.57,,,0.75,0.43,32,0.2,,,0.87,0.9,97,0.098,0.893,0.735,0.717,0.684
2013,H5813,MA-PD,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,0.032638889,0.89,5.7,,0.95,0.26,40,0.1,,0.85,0.8,0.9,98,0.046,0.877,0.74,0.742,0.679
2013,H5817,MA-PD,Local CCP,"AMERIGROUP TEXAS, INC.",Amerigroup Community Care,AMERIGROUP Corporation,0.0125,0.75,14.9,0.71,0.98,0.43,100,0.13,,0.8,0.86,0.86,99,0.107,0.883,0.688,0.656,0.614
2013,H5820,MA-PD,PFFS,UNIVERSAL HEALTH CARE INSURANCE COMPANY,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Universal Health Care Group, Inc.",0.005555556,0.48,,1,0.88,0.4,0,0.21,,0.83,0.83,0.93,99,0.082,0.84,0.67,0.665,0.607
2013,H5821,MA-PD,Local CCP,MAPFRE LIFE INSURANCE COMPANY,MAPFRE LIFE INSURANCE COMPANY,MAPFRE PRAICO CORPORATION,0.04375,0.73,0,,0.9,0.36,80,0.34,,0.83,0.87,0.86,99,0.09,0.899,0.573,0.56,0.329
2013,H5823,MA-PD,Local CCP,"MOLINA HEALTHCARE OF WASHINGTON, INC.","Molina Healthcare of Washington, Inc.","Molina Healthcare, Inc.,",0.013194444,0.77,2.6,0.33,0.93,0.44,80,0.13,,,0.78,0.85,97,0.121,0.861,0.783,0.739,0.737
2013,H5826,MA-PD,Local CCP,COMMUNITY HEALTH PLAN OF WASHINGTON,Community HealthFirst Medicare Advantage Plan,Community Health Plan of Washington,0.006944444,0.28,17.4,,0.94,0.51,60,0.15,,,0.81,0.9,98,0.051,0.867,0.715,0.73,0.693
2013,H5832,MA-PD,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,0.030555556,0.89,,,,,40,,,,,,99,0.062,,,0.774,0.717
2013,H5850,MA-PD,Local CCP,"COVENTRY SUMMIT HEALTH PLAN, INC.",Coventry Summit Health Plan,Coventry Health Care Inc.,0.007638889,0.89,4.5,,0.95,0.39,40,0.19,,,0.86,0.9,99,0.081,0.86,0.715,0.695,0.634
2013,H5852,MA-PD,Local CCP,AIDS HEALTHCARE FOUNDATION,Positive Healthcare Partners,AIDS Healthcare Foundation,0.007638889,0.84,,,,0.6,100,,,,0.88,0.9,100,0.139,0.907,0.752,0.745,0.799
2013,H5854,MA-PD,Local CCP,"ANTHEM HEALTH PLANS, INC",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",0.004861111,0.69,0,,0.89,1.26,47,0.14,,0.77,0.81,0.89,97,0.049,0.832,0.784,0.794,0.723
2013,H5859,MA-PD,Local CCP,"HEALTH PLAN OF CAREOREGON, INC.",CareOregon Advantage,"CareOregon, Inc.",0.006944444,0.95,1.4,,0.98,0.1,80,0.04,,,0.83,0.89,98,0.074,0.831,0.776,0.757,0.744
2013,H5868,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,0.00625,0.97,0.8,0.8,0.95,0.36,67,0.07,,0.85,0.87,0.93,98,0.056,0.85,0.832,0.815,0.771
2013,H5883,MA-PD,Local CCP,BLUE CARE NETWORK OF MICHIGAN,Blue Care Network,Blue Cross Blue Shield of Michigan,0.007638889,0.76,3,,0.84,0.13,100,0.04,,0.84,0.84,0.94,99,0.04,0.844,0.78,0.82,0.787
2013,H5887,MA-PD,Local CCP,"FIRST MEDICAL HEALTH PLAN, INC.","First Medical Health Plan, Inc.","First Medical Health Plan, Inc.",0.03125,0.66,,,0.9,0.56,0,0.29,,0.81,0.86,0.87,99,0.1,0.906,0.524,0.558,0.342
2013,H5896,MA-PD,Local CCP,"AMERIGROUP MARYLAND, INC.",Amerigroup Community Care,AMERIGROUP Corporation,0.011805556,0.75,0,,,0.32,100,0.11,,0.82,0.83,0.88,99,0.097,0.879,0.606,0.595,0.58
2013,H5926,MA-PD,Local CCP,MOLINA HEALTHCARE OF MICHIGAN,Molina Healthcare of Michigan,"Molina Healthcare, Inc.,",0.016666667,0.77,1.4,0.33,0.96,0.41,80,0.12,,0.8,0.86,0.88,98,0.167,0.859,0.672,0.646,0.623
2013,H5928,MA-PD,Local CCP,CARE1ST HEALTH PLAN,Care1st Medicare Advantage Plan,Care1st Health Plan,0.004861111,0.91,0.7,,0.92,0.37,80,0.15,,,0.85,0.88,99,0.067,0.898,0.693,0.689,0.625
2013,H5932,MA-PD,Local CCP,"GATEWAY HEALTH PLAN, INC.",Gateway Health Plan Medicare Assured,Gateway Health Plan,0.010416667,0.95,0.4,,,0.12,100,0.05,,0.84,0.86,0.92,98,0.048,0.834,0.714,0.703,0.702
2013,H5938,MA-PD,Local CCP,CAPITAL HEALTH PLAN,Capital Health Plan,Blue Cross and Blue Shield of Florida,0.017361111,0.84,2.6,,0.96,0.05,100,0.01,,0.9,0.91,0.94,99,0.084,0.884,0.686,0.703,0.684
2013,H5943,MA-PD,Local CCP,SCAN HEALTH PLAN,VillageHealth,SCAN Health Plan,0.006944444,0.68,,,,,12,,,,,,98,0.119,0.761,0.795,0.661,0.646
2013,H5950,MA-PD,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,0.030555556,0.89,,,,,40,,,,,,98,,,,,
2013,H5969,MA-PD,Local CCP,ALOHACARE,AlohaCare,AlohaCare,0.004166667,0.59,0,,0.92,0.17,100,0.2,,0.77,0.85,0.88,99,0.064,0.845,0.625,0.661,0.619
2013,H5970,MA-PD,Local CCP,HUMANA INSURANCE COMPANY OF NEW YORK,Humana Insurance Company of New York,Humana Inc.,0.007638889,0.97,0,,0.95,0.65,67,0.1,,0.83,0.83,0.9,98,0.058,0.841,0.754,0.798,0.757
2013,H5985,MA-PD,Local CCP,ABRAZO ADVANTAGE HEALTH PLAN,Abrazo Advantage Health Plan,Vanguard Health Systems,0.006944444,0.93,15.1,,0.89,0.32,80,0.11,,0.83,0.84,0.87,99,0.049,0.862,0.621,0.621,0.597
2013,H5989,MA-PD,Local CCP,"CENTERLIGHT HEALTHCARE, INC.","CenterLight Healthcare, Inc.","CenterLight Healthcare System, Inc.",0.020833333,0.94,,,,,100,,,,,,99,0.031,0.792,0.869,0.864,0.74
2013,H5991,MA-PD,Local CCP,"AFFINITY HEALTH PLAN, INC.",Affinity Health Plan,Affinity Health Plan,0.009722222,0.84,13,,,0.24,100,0.15,,0.76,0.82,0.89,98,0.019,0.902,0.687,0.693,0.551
2013,H5992,MA-PD,Local CCP,"SENIOR WHOLE HEALTH OF NEW YORK, INC.",Senior Whole Health of New York,"SWH Holdings, Inc.",0.009027778,0.55,,,,0,100,,,0.87,0.9,0.93,98,0.121,0.843,0.811,0.791,0.772
2013,H5995,MA-PD,Local CCP,ATRIO HEALTH PLANS,ATRIO Health Plans,ATRIO Health Plans,0.013194444,0.93,0,,,0.1,100,0.03,,,0.83,0.9,97,0.172,0.812,0.777,0.768,0.786
2013,H6132,MA-PD,Local CCP,"SELECT HEALTH OF SOUTH CAROLINA, INC.",First Choice VIP Care,Independence Blue Cross,,,,,,,,,,,,,,,,,,
2013,H6169,MA-PD,PFFS,THE PYRAMID LIFE INSURANCE COMPANY,Universal American Corp.,Universal American Corp.,0.017361111,0.91,1.1,,0.95,0.52,100,0.26,,,0.81,,,0.095,0.84,0.702,0.689,0.646
2013,H6178,MA-PD,Local CCP,CARESOURCE,CareSource,CareSource Management Group Co.,0.026388889,0.8,10.4,0.67,,0.87,100,0.17,,0.8,0.82,0.87,98,0.131,0.873,0.634,0.613,0.586
2013,H6181,MA-PD,Local CCP,"AMERIGROUP NEW YORK, LLC",HealthPlus Amerigroup,AMERIGROUP Corporation,0.011805556,0.75,30.2,,0.92,0.65,80,0.24,,,0.83,0.85,99,0.061,0.913,0.697,0.64,0.539
2013,H6306,MA-PD,Local CCP,FIRSTCAROLINACARE INSURANCE COMPANY,FirstCarolinaCare Insurance Company,"FirstHealth of the Carolinas, Inc.",,,,,,,,,,,,,,,,,,
2013,H6328,MA-PD,Local CCP,"CARE N' CARE INSURANCE COMPANY, INC.",Care N' Care Health Plan,North Texas Specialty Physicians,0.017361111,0.79,0,,0.97,0.43,100,0.07,,0.9,0.88,0.93,99,0.107,0.849,0.765,0.782,0.71
2013,H6360,MA-PD,1876 Cost,KAISER FOUNDATION HP OF OHIO,Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",,,0,,0.88,0.2,80,0.04,,0.9,0.91,0.95,99,0.044,0.833,0.805,0.817,0.756
2013,H6411,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,0.005555556,0.97,1.6,,0.97,0.64,67,0.12,,0.83,0.85,0.89,98,0.072,0.888,0.719,0.737,0.694
2013,H6528,MA-PD,Local CCP,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,Care Improvement Plus,"UnitedHealth Group, Inc.",0.005555556,0.91,10.9,,0.92,0.77,100,0.29,,,0.85,0.92,99,0.07,0.744,,0.573,0.534
2013,H6609,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,0.00625,0.97,0.9,0.86,0.93,0.11,67,0.06,,0.82,0.85,0.9,97,0.061,0.86,0.823,0.816,0.782
2013,H6622,MA-PD,Local CCP,HUMANA WISCONSINHEALTH ORGANIZATION INSURANCE CORP,Humana WisconsinHealth Organization Insurance Corp,Humana Inc.,0.00625,0.97,6.6,,0.96,0.26,67,0.05,,0.83,0.88,0.91,97,0.045,0.823,0.853,0.849,0.795
2013,H6642,MA-PD,Local CCP,"UNIVERSAL HMO OF TEXAS, INC.","Universal HMO of Texas, Inc.","Universal Health Care Group, Inc.",0.005555556,0.48,0,,0.8,1.44,19,0.22,,,0.82,0.89,99,0.074,0.884,0.67,0.661,0.583
2013,H6705,MA-PD,Local CCP,"UNIVERSAL HEALTH CARE OF NEVADA, INC.","Universal Health Care of Nevada, Inc.","Universal Health Care Group, Inc.",0.004861111,0.48,,,,,19,,,,,,99,0.025,0.871,0.579,0.589,0.485
2013,H6743,MA-PD,Local CCP,ATRIO HEALTH PLANS,ATRIO Health Plans,ATRIO Health Plans,0.005555556,0.9,0,,1,0.11,80,0.1,,0.87,0.85,0.94,99,0.072,0.811,0.729,0.748,0.685
2013,H6786,MA-PD,Local CCP,"ANTHEM HEALTH PLANS OF MAINE, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",,,,,,,,,,,,,,,,,,
2013,H6801,MA-PD,Local CCP,"AHS - TULSA OKLAHOMA HEALTH PLAN, INC",Lovelace Medicare Plan,Ardent Health Services.,0.04375,0.88,,,1,,,,,,,,,,,,,
2013,H6815,MA-PD,Local CCP,HEALTH NET HEALTH PLAN OF OREGON,"Health Net Health Plan of Oregon, Inc.","Health Net, Inc.",0.013194444,0.9,,,,,100,,,,,,,0.138,,,,0.75
2013,H6864,MA-PD,Local CCP,"GUILDNET, INC.",GuildNet,Jewish Guild for the Blind,0.013194444,0.64,,,,,100,,,,,,99,0.102,0.851,0.763,0.746,0.647
2013,H6881,MA-PD,Local CCP,"AMERICA'S 1ST CHOICE INSURANCE COMPANY OF NC, INC.",America's 1st Choice Insurance Company of NC,"America's 1st Choice Holdings of N.C., LLC",0.008333333,0.93,,,,,100,,,,,,98,0.056,0.888,,0.655,0.613
2013,H6900,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,0.007638889,0.97,0,,0.95,0.7,67,0.15,,0.8,0.86,0.91,98,0.052,0.826,0.803,0.802,0.758
2013,H6923,MA-PD,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,0.029166667,0.89,0,,,1.15,40,0.24,,,,,98,0.032,0.821,0.663,0.718,0.71
2013,H6952,MA-PD,Local CCP,"UNITEDHEALTHCARE COMMUNITY PLAN, INC",UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",0.009027778,0.95,0,,,0.55,12,0.15,,,0.87,0.89,99,0.148,0.858,0.69,0.692,0.63
2013,H6972,MA-PD,Local CCP,"ARKANSAS COMMUNITY CARE, INC.",Arkansas Community Care/ Texarkana Community Care,Humana Inc.,,,,,,,,,,,,,,,,,,
2013,H7002,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,0.00625,0.97,0,,0.93,0.36,67,0.12,,0.87,0.86,0.93,97,0.125,0.833,0.716,0.737,0.664
2013,H7006,MA-PD,Local CCP,ATRIO HEALTH PLANS,ATRIO Health Plans,ATRIO Health Plans,0.013194444,0.93,0,,1,0.12,80,0.05,,0.89,0.87,0.94,99,0.091,0.82,0.83,0.808,0.781
2013,H7015,MA-PD,Local CCP,"HEALTHFIRST HEALTH PLAN OF NEW JERSEY, INC.",Healthfirst NJ Medicare Plan,"HF Management Services, LLC",0.009722222,0.89,1.9,,0.98,0.37,100,0.22,,,0.85,0.85,98,0.072,0.882,0.587,0.588,0.467
2013,H7086,MA-PD,Local CCP,COMMUNITY HEALTH GROUP,Community Health Group,Community Health Group,0.004166667,0.89,0,,,0.15,100,0.16,,,0.84,0.9,99,0.087,0.914,0.707,0.69,0.655
2013,H7149,MA-PD,Local CCP,"COVENTRY HEALTH CARE OF NEBRASKA, INC.",Coventry Health Care,Coventry Health Care Inc.,0.005555556,0.89,10.6,,0.98,0.43,40,0.11,,,0.85,0.92,99,0.053,0.789,0.691,0.728,0.698
2013,H7173,MA-PD,Local CCP,"PEACH STATE HEALTH PLAN, INC.",Advantage by Peach State,Centene Corporation,0.010416667,0.83,,,,,100,,,,,,,,,,,
2013,H7187,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",0.009027778,0.91,0.9,,0.97,0.35,0,0.13,,0.82,0.85,0.92,99,0.075,0.824,0.721,0.71,0.664
2013,H7188,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,0.00625,0.97,0,,0.95,0.52,67,0.31,,0.82,0.88,0.91,98,0.108,0.817,0.752,0.744,0.712
2013,H7200,MA-PD,Local CCP,"AMERIGROUP TENNESSEE, INC.",Amerigroup Community Care,AMERIGROUP Corporation,0.0125,0.75,17.9,,0.99,0.83,80,0.14,,0.8,0.87,0.91,99,0.152,0.887,0.646,0.626,0.588
2013,H7220,MA-PD,Local CCP,"INDIANA UNIVERSITY HEALTH PLANS, INC.",Indiana University Health Plans - Medicare,Indiana University Health,0.010416667,0.91,0,,0.97,0.14,80,0.05,,0.88,0.87,0.94,97,0.086,0.851,0.776,0.796,0.728
2013,H7281,MA-PD,Local CCP,"BRAVO HEALTH PENNSYLVANIA, INC.",Bravo Health,CIGNA,0.025,0.8,0,,0.95,1,80,0.14,,0.75,0.8,0.85,99,0.056,0.854,0.708,0.703,0.664
2013,H7292,MA-PD,Local CCP,ALAMEDA ALLIANCE JOINT POWERS AUTHORITY (JPA),Alameda Alliance for Health,Alameda Alliance for Health,0.005555556,0.78,2.7,,,0.18,80,0.06,,,0.81,0.87,99,0.08,0.882,0.722,0.716,0.719
2013,H7301,MA-PD,Local CCP,"COVENTRY HEALTH CARE OF ILLINOIS, INC.","Coventry Health Care of Illinois, Inc.",Coventry Health Care Inc.,0.005555556,0.89,2,,0.95,0.08,40,0.08,,,0.84,0.91,99,0.053,0.816,0.777,0.788,0.738
2013,H7306,MA-PD,Local CCP,FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY,Coventry Health Care,Coventry Health Care Inc.,0.005555556,0.89,4.2,,0.94,0.82,40,0.2,,,0.83,0.9,99,0.081,0.814,0.669,0.677,0.63
2013,H7352,MA-PD,Local CCP,"UNIVERSITY CARE ADVANTAGE, L.L.C",University Care Advantage,"UA Healthcare, Inc.",0.010416667,0.7,4.1,,,0.22,80,0.17,,,0.84,0.88,98,0.05,0.865,0.633,0.663,0.581
2013,H7475,MA-PD,Local CCP,"CARE WISCONSIN HEALTH PLAN, INC.","Care Wisconsin Health Plan, Inc.","Care Wisconsin First, Inc.",0.001388889,0.72,,,,,100,,,,,,98,0.157,0.741,,0.873,0.897
2013,H7526,MA-PD,Local CCP,MEDICA HEALTH PLANS,Medica Health Plans,Medica Holding Company,0.004861111,0.59,,,,,80,,,,,,98,0.043,0.807,0.718,0.734,0.736
2013,H7678,MA-PD,Local CCP,"MOLINA HEALTHCARE OF TEXAS, INC.","Molina Healthcare of Texas, Inc.","Molina Healthcare, Inc.,",0.013888889,0.77,,,0.98,,100,,,,,,99,0.089,0.867,0.674,0.639,0.508
2013,H7728,MA-PD,Local CCP,"ANTHEM HEALTH PLANS OF NEW HAMPSHIRE, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",,,,,,,,,,,,,,,,,,
2013,H7787,MA-PD,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",HealthSpring Medicare Advantage PPO,CIGNA,0.022222222,0.81,0,,0.87,0.97,80,0.14,,0.83,0.88,0.93,99,0.112,0.863,0.689,0.69,0.642
2013,H7811,MA-PD,Local CCP,ARCADIAN HEALTH PLAN,"Arcadian Health Plan, Inc.",Humana Inc.,,,,,,,,,,,,,,,,,,
2013,H7908,MA-PD,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,0.029166667,0.89,,,0.93,,40,,,,,,98,0.03,0.874,0.595,0.734,0.619
2013,H7917,MA-PD,Local CCP,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",BlueCross BlueShield of Tennessee,BlueCross BlueShield of Tennessee,0.017361111,0.91,8.9,0.48,0.97,0.32,60,0.11,,,0.84,0.91,99,0.11,0.833,0.746,0.753,0.671
2013,H7949,MA-PD,Local CCP,"PACIFICARE OF NEVADA, INC.",SecureHorizons by UnitedHealthcare,"UnitedHealth Group, Inc.",0.007638889,0.91,0,,0.97,1.6,12,0.1,,0.86,0.87,0.94,99,0.071,0.883,0.782,0.752,0.759
2013,H7971,MA-PD,Local CCP,"HORIZON HEALTHCARE OF NEW JERSEY, INC.",Horizon Blue Cross Blue Shield of New Jersey,"Horizon Healthcare Services, Inc.",,,,,,,,,,,,,,,,,,
2013,H8050,MA-PD,Local CCP,"CARILION CLINIC MEDICARE RESOURCES, LLC",Carilion Clinic Medicare Health Plan,"Carilion Services, Inc.",0.007638889,0.94,,,0.89,1.39,100,,,,,,98,0.069,0.825,0.79,0.7,0.686
2013,H8064,MA-PD,Local CCP,FIRSTCAROLINACARE INSURANCE COMPANY,FirstCarolinaCare Insurance Company,"FirstHealth of the Carolinas, Inc.",,,,,,,,,,,,,,,,,,
2013,H8091,MA-PD,Local CCP,USABLE MUTUAL INSURANCE COMPANY,ARKANSAS BLUE CROSS AND BLUE SHIELD,USAble Mutual Insurance Company,0.017361111,0.95,,,,,80,,,,,,98,0.131,,,0.642,
2013,H8098,MA-PD,PFFS,UNIVERSAL HEALTH CARE INSURANCE COMPANY,"Universal Health Care Insurance Company, Inc.","Universal Health Care Group, Inc.",0.005555556,0.48,,,0.86,0.38,19,0.21,,0.76,0.81,0.91,99,0.067,0.83,0.672,0.672,0.616
2013,H8130,MA-PD,Local CCP,"MOLINA HEALTHCARE OF FLORIDA, INC.",Molina Healthcare of Florida,"Molina Healthcare, Inc.,",0.016666667,0.77,,,1,0.59,100,0.31,,,,,99,0.064,0.908,0.618,0.569,0.501
2013,H8145,MA-PD,PFFS,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,0.00625,0.97,0.2,0.94,0.94,0.36,67,0.16,,0.82,0.86,0.91,97,0.082,0.831,0.762,0.764,0.718
2013,H8189,MA-PD,Local CCP,"MANAGED HEALTH SERVICES, WISCONSIN",Advantage by Managed Health Services,Centene Corporation,0.011111111,0.88,,,,,100,,,,,,,,,,,
2013,H8393,MA-PD,Local CCP,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,Coventry Health Care,Coventry Health Care Inc.,0.005555556,0.89,15.1,,0.95,0.18,40,0.1,,0.83,0.82,0.9,99,0.058,0.764,0.75,0.763,0.706
2013,H8552,MA-PD,Local CCP,ANTHEM BLUE CROSS LIFE AND HEALTH INS COMPANY,Anthem Blue Cross Life and Health Insurance Co.,"WellPoint, Inc.",0.004166667,0.64,,,0.91,0.72,,,,,,,,,,,,
2013,H8558,MA-PD,Local CCP,STERLING LIFE INSURANCE COMPANY,Fresenius Health Partners,Munich American Holding Corporation,0.013888889,0.96,,,0.92,0.81,80,,,,,,85,0.028,,,,
2013,H8578,MA-PD,Local CCP,"HEALTH NEW ENGLAND, INC.",HNE Medicare Advantage Plans,"Baystate Health, Inc.",0.00625,0.75,0,,,0.12,100,0.02,,0.88,0.87,0.94,99,0.048,0.83,0.819,0.805,0.771
2013,H8604,MA-PD,Local CCP,THP INSURANCE COMPANY,Health Plan SecureChoice,Health Plan of the Upper Ohio Valley,0.007638889,0.91,,,0.37,,80,,,,,,99,0.094,0.832,0.776,0.834,0.684
2013,H8644,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,0.00625,0.97,0,,0.97,0.55,67,0.1,,0.83,0.84,0.91,98,0.112,0.85,0.756,0.737,0.699
2013,H8649,MA-PD,Local CCP,"ALTIUS HEALTH PLANS, INC.",Altius Health Plans,Coventry Health Care Inc.,0.005555556,0.89,0,,0.84,0.23,40,0.18,,,0.83,0.91,99,0.074,0.896,0.734,0.709,0.669
2013,H8684,MA-PD,Local CCP,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Inc.,0.032638889,0.89,0,,,0.51,20,0.01,,,0.83,0.91,98,0.037,0.799,0.777,0.815,0.782
2013,H8707,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,0.007638889,0.97,0,,0.96,0.27,67,0.16,,0.87,0.86,0.9,97,0.098,0.845,0.742,0.739,0.685
2013,H8748,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",0.009027778,0.91,0,,0.97,0.96,0,0.16,,0.81,0.84,0.91,99,0.074,0.837,0.691,0.691,0.647
2013,H8822,MA-PD,Local CCP,"ADVANTAGE HEALTH SOLUTIONS, INC.","ADVANTAGE Health Solutions, Inc.",Advantage Health Solutions,0.015277778,0.93,0,,0.96,0.17,100,0.12,,0.86,0.87,0.93,99,0.093,0.85,0.665,0.662,0.594
2013,H8870,MA-PD,Local CCP,MOLINA HEALTHCARE OF ILLINOIS,Molina Healthcare of Illinois,"Molina Healthcare, Inc.,",,,,,,,,,,,,,,,,,,
