Year,Contract Number,Contract Type,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,Call Center – Pharmacy Hold Time,Call Center – Foreign Language Interpreter and TTY/TDD Availability,Appeals Auto–Forward,Appeals Upheld,Enrollment Timeliness,Complaints about the Drug Plan,Beneficiary Access and Performance Problems,Members Choosing to Leave the Plan,Drug Plan Quality Improvement,Getting Information From Drug Plan,Rating of Drug Plan,Getting Needed Prescription Drugs,MPF Price Accuracy,High Risk Medication,Diabetes Treatment,Part D Medication Adherence for Oral Diabetes Medications,Part D Medication Adherence for Hypertension (RAS antagonists),Part D Medication Adherence for Cholesterol (Statins)
2013,H5992,MA-PD,Local CCP,"SENIOR WHOLE HEALTH OF NEW YORK, INC.",Senior Whole Health of New York,"SWH Holdings, Inc.",4,1,,,,5,5,,5,4,5,4,4,1,3,5,4,5
2013,H5995,MA-PD,Local CCP,ATRIO HEALTH PLANS,ATRIO Health Plans,ATRIO Health Plans,3,5,5,,,5,5,5,2,,2,3,3,1,1,4,4,5
2013,H6132,MA-PD,Local CCP,"SELECT HEALTH OF SOUTH CAROLINA, INC.",First Choice VIP Care,Independence Blue Cross,,,,,,,,,,,,,,,,,,
2013,H6169,MA-PD,PFFS,THE PYRAMID LIFE INSURANCE COMPANY,Universal American Corp.,Universal American Corp.,3,5,4,,5,2,5,1,,,2,,,2,3,2,2,2
2013,H6178,MA-PD,Local CCP,CARESOURCE,CareSource,CareSource Management Group Co.,3,2,1,3,,1,5,2,3,3,2,2,4,1,4,1,1,1
2013,H6181,MA-PD,Local CCP,"AMERIGROUP NEW YORK, LLC",HealthPlus Amerigroup,AMERIGROUP Corporation,3,1,1,,4,1,4,1,2,,2,2,4,4,5,2,1,1
2013,H6306,MA-PD,Local CCP,FIRSTCAROLINACARE INSURANCE COMPANY,FirstCarolinaCare Insurance Company,"FirstHealth of the Carolinas, Inc.",,,,,,,,,,,,,,,,,,
2013,H6328,MA-PD,Local CCP,"CARE N' CARE INSURANCE COMPANY, INC.",Care N' Care Health Plan,North Texas Specialty Physicians,3,1,5,,5,2,5,5,3,5,5,4,4,1,3,4,4,3
2013,H6360,MA-PD,1876 Cost,KAISER FOUNDATION HP OF OHIO,Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",,,5,,3,3,4,5,2,5,5,5,4,5,3,5,5,5
2013,H6411,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,5,5,3,,5,1,4,3,3,4,4,2,4,3,5,2,3,3
2013,H6528,MA-PD,Local CCP,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,Care Improvement Plus,"UnitedHealth Group, Inc.",5,5,1,,4,1,5,1,,,4,4,4,4,1,,1,1
2013,H6609,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,5,5,4,4,4,5,4,5,5,4,4,2,3,4,4,5,5,5
2013,H6622,MA-PD,Local CCP,HUMANA WISCONSINHEALTH ORGANIZATION INSURANCE CORP,Humana WisconsinHealth Organization Insurance Corp,Humana Inc.,5,5,1,,5,3,4,5,,4,5,4,3,5,2,5,5,5
2013,H6642,MA-PD,Local CCP,"UNIVERSAL HMO OF TEXAS, INC.","Universal HMO of Texas, Inc.","Universal Health Care Group, Inc.",5,1,5,,1,1,1,1,2,,2,2,4,3,5,1,1,1
2013,H6705,MA-PD,Local CCP,"UNIVERSAL HEALTH CARE OF NEVADA, INC.","Universal Health Care of Nevada, Inc.","Universal Health Care Group, Inc.",5,1,,,,,1,,,,,,4,5,4,1,1,1
2013,H6743,MA-PD,Local CCP,ATRIO HEALTH PLANS,ATRIO Health Plans,ATRIO Health Plans,5,5,5,,5,5,4,4,,5,4,5,4,3,1,3,3,3
2013,H6786,MA-PD,Local CCP,"ANTHEM HEALTH PLANS OF MAINE, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",,,,,,,,,,,,,,,,,,
2013,H6801,MA-PD,Local CCP,"AHS - TULSA OKLAHOMA HEALTH PLAN, INC",Lovelace Medicare Plan,Ardent Health Services.,3,4,,,5,,,,,,,,,,,,,
2013,H6815,MA-PD,Local CCP,HEALTH NET HEALTH PLAN OF OREGON,"Health Net Health Plan of Oregon, Inc.","Health Net, Inc.",3,5,,,,,5,,,,,,,1,,,,4
2013,H6864,MA-PD,Local CCP,"GUILDNET, INC.",GuildNet,Jewish Guild for the Blind,3,1,,,,,5,,,,,,4,2,3,4,3,2
2013,H6881,MA-PD,Local CCP,"AMERICA'S 1ST CHOICE INSURANCE COMPANY OF NC, INC.",America's 1st Choice Insurance Company of NC,"America's 1st Choice Holdings of N.C., LLC",4,5,,,,,5,,,,,,4,4,5,,1,1
2013,H6900,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,5,5,5,,5,1,4,2,3,3,4,4,4,4,2,5,5,5
2013,H6923,MA-PD,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,3,5,5,,,1,2,1,3,,,,4,5,2,1,2,3
2013,H6952,MA-PD,Local CCP,"UNITEDHEALTHCARE COMMUNITY PLAN, INC",UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",4,5,5,,,2,1,2,5,,4,2,4,1,3,2,2,2
2013,H6972,MA-PD,Local CCP,"ARKANSAS COMMUNITY CARE, INC.",Arkansas Community Care/ Texarkana Community Care,Humana Inc.,,,,,,,,,,,,,,,,,,
2013,H7002,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,5,5,5,,4,3,4,3,2,4,4,4,3,1,3,2,3,2
2013,H7006,MA-PD,Local CCP,ATRIO HEALTH PLANS,ATRIO Health Plans,ATRIO Health Plans,3,5,5,,5,5,4,5,5,5,4,5,4,2,2,5,5,5
2013,H7015,MA-PD,Local CCP,"HEALTHFIRST HEALTH PLAN OF NEW JERSEY, INC.",Healthfirst NJ Medicare Plan,"HF Management Services, LLC",4,5,3,,5,3,5,1,3,,4,2,4,3,5,1,1,1
2013,H7086,MA-PD,Local CCP,COMMUNITY HEALTH GROUP,Community Health Group,Community Health Group,5,5,5,,,4,5,2,2,,4,3,4,3,5,2,2,2
2013,H7149,MA-PD,Local CCP,"COVENTRY HEALTH CARE OF NEBRASKA, INC.",Coventry Health Care,Coventry Health Care Inc.,5,5,1,,5,2,2,3,2,,4,4,4,4,1,2,3,3
2013,H7173,MA-PD,Local CCP,"PEACH STATE HEALTH PLAN, INC.",Advantage by Peach State,Centene Corporation,4,2,,,,,5,,,,,,,,,,,
2013,H7187,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",4,5,4,,5,3,1,3,4,4,4,4,4,3,2,3,2,2
2013,H7188,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,5,5,5,,5,2,4,1,3,4,4,4,4,1,1,3,3,3
2013,H7200,MA-PD,Local CCP,"AMERIGROUP TENNESSEE, INC.",Amerigroup Community Care,AMERIGROUP Corporation,3,1,1,,5,1,4,3,5,3,4,4,4,1,5,1,1,1
2013,H7220,MA-PD,Local CCP,"INDIANA UNIVERSITY HEALTH PLANS, INC.",Indiana University Health Plans - Medicare,Indiana University Health,4,5,5,,5,4,4,5,5,5,5,5,3,3,3,4,4,4
2013,H7281,MA-PD,Local CCP,"BRAVO HEALTH PENNSYLVANIA, INC.",Bravo Health,CIGNA,3,2,5,,5,1,4,3,3,1,1,1,4,4,3,2,2,2
2013,H7292,MA-PD,Local CCP,ALAMEDA ALLIANCE JOINT POWERS AUTHORITY (JPA),Alameda Alliance for Health,Alameda Alliance for Health,5,1,2,,,4,4,5,1,,1,2,4,3,5,3,2,4
2013,H7301,MA-PD,Local CCP,"COVENTRY HEALTH CARE OF ILLINOIS, INC.","Coventry Health Care of Illinois, Inc.",Coventry Health Care Inc.,5,5,3,,5,5,2,4,5,,4,4,4,4,1,4,4,4
2013,H7306,MA-PD,Local CCP,FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY,Coventry Health Care,Coventry Health Care Inc.,5,5,2,,5,1,2,1,5,,2,3,4,3,1,1,1,2
2013,H7352,MA-PD,Local CCP,"UNIVERSITY CARE ADVANTAGE, L.L.C",University Care Advantage,"UA Healthcare, Inc.",4,1,2,,,3,4,2,2,,4,2,4,5,4,1,1,1
2013,H7475,MA-PD,Local CCP,"CARE WISCONSIN HEALTH PLAN, INC.","Care Wisconsin Health Plan, Inc.","Care Wisconsin First, Inc.",5,1,,,,,5,,,,,,4,1,1,,5,5
2013,H7526,MA-PD,Local CCP,MEDICA HEALTH PLANS,Medica Health Plans,Medica Holding Company,5,1,,,,,4,,,,,,4,5,1,2,3,4
2013,H7678,MA-PD,Local CCP,"MOLINA HEALTHCARE OF TEXAS, INC.","Molina Healthcare of Texas, Inc.","Molina Healthcare, Inc.,",3,1,,,5,,5,,,,,,4,2,4,1,1,1
2013,H7728,MA-PD,Local CCP,"ANTHEM HEALTH PLANS OF NEW HAMPSHIRE, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",,,,,,,,,,,,,,,,,,
2013,H7787,MA-PD,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",HealthSpring Medicare Advantage PPO,CIGNA,3,2,5,,2,1,4,3,3,4,5,4,4,1,4,2,2,2
2013,H7811,MA-PD,Local CCP,ARCADIAN HEALTH PLAN,"Arcadian Health Plan, Inc.",Humana Inc.,,,,,,,,,,,,,,,,,,
2013,H7908,MA-PD,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,3,5,,,4,,2,,,,,,4,5,4,1,3,1
2013,H7917,MA-PD,Local CCP,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",BlueCross BlueShield of Tennessee,BlueCross BlueShield of Tennessee,3,5,1,2,5,3,3,3,5,,4,4,4,1,3,3,3,2
2013,H7949,MA-PD,Local CCP,"PACIFICARE OF NEVADA, INC.",SecureHorizons by UnitedHealthcare,"UnitedHealth Group, Inc.",5,5,5,,5,1,1,4,2,4,4,5,4,3,5,4,3,5
2013,H7971,MA-PD,Local CCP,"HORIZON HEALTHCARE OF NEW JERSEY, INC.",Horizon Blue Cross Blue Shield of New Jersey,"Horizon Healthcare Services, Inc.",,,,,,,,,,,,,,,,,,
2013,H8050,MA-PD,Local CCP,"CARILION CLINIC MEDICARE RESOURCES, LLC",Carilion Clinic Medicare Health Plan,"Carilion Services, Inc.",5,5,,,3,1,5,,,,,,4,4,2,5,2,3
2013,H8064,MA-PD,Local CCP,FIRSTCAROLINACARE INSURANCE COMPANY,FirstCarolinaCare Insurance Company,"FirstHealth of the Carolinas, Inc.",,,,,,,,,,,,,,,,,,
2013,H8091,MA-PD,Local CCP,USABLE MUTUAL INSURANCE COMPANY,ARKANSAS BLUE CROSS AND BLUE SHIELD,USAble Mutual Insurance Company,3,5,,,,,4,,,,,,4,1,,,1,
2013,H8098,MA-PD,PFFS,UNIVERSAL HEALTH CARE INSURANCE COMPANY,"Universal Health Care Insurance Company, Inc.","Universal Health Care Group, Inc.",5,1,1,,2,3,1,1,,1,1,4,4,4,2,1,1,1
2013,H8130,MA-PD,Local CCP,"MOLINA HEALTHCARE OF FLORIDA, INC.",Molina Healthcare of Florida,"Molina Healthcare, Inc.,",3,1,,,5,1,5,1,,,,,4,4,5,1,1,1
2013,H8145,MA-PD,PFFS,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,5,5,5,5,5,3,4,2,,4,4,4,3,3,2,4,3,4
2013,H8189,MA-PD,Local CCP,"MANAGED HEALTH SERVICES, WISCONSIN",Advantage by Managed Health Services,Centene Corporation,3,4,,,,,5,,,,,,,,,,,
2013,H8393,MA-PD,Local CCP,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,Coventry Health Care,Coventry Health Care Inc.,5,5,1,,5,4,2,4,1,4,2,2,4,4,1,3,3,3
2013,H8552,MA-PD,Local CCP,ANTHEM BLUE CROSS LIFE AND HEALTH INS COMPANY,Anthem Blue Cross Life and Health Insurance Co.,"WellPoint, Inc.",5,1,,,4,1,,,,,,,,,,,,
2013,H8558,MA-PD,Local CCP,STERLING LIFE INSURANCE COMPANY,Fresenius Health Partners,Munich American Holding Corporation,3,5,,,4,1,4,,,,,,3,5,,,,
2013,H8578,MA-PD,Local CCP,"HEALTH NEW ENGLAND, INC.",HNE Medicare Advantage Plans,"Baystate Health, Inc.",5,1,5,,,5,5,5,4,5,5,5,4,5,2,5,5,5
2013,H8604,MA-PD,Local CCP,THP INSURANCE COMPANY,Health Plan SecureChoice,Health Plan of the Upper Ohio Valley,5,5,,,1,,4,,,,,,4,2,3,4,5,3
2013,H8644,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,5,5,5,,5,2,4,4,5,4,4,4,4,1,3,3,3,3
2013,H8649,MA-PD,Local CCP,"ALTIUS HEALTH PLANS, INC.",Altius Health Plans,Coventry Health Care Inc.,5,5,5,,2,3,2,1,4,,2,4,4,3,5,3,2,2
2013,H8684,MA-PD,Local CCP,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Inc.,3,5,5,,,2,1,5,,,2,4,4,5,1,4,5,5
2013,H8707,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,5,5,5,,5,3,4,2,4,5,4,3,3,2,3,3,3,3
2013,H8748,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",4,5,5,,5,1,1,2,3,3,4,4,4,3,3,2,2,2
2013,H8822,MA-PD,Local CCP,"ADVANTAGE HEALTH SOLUTIONS, INC.","ADVANTAGE Health Solutions, Inc.",Advantage Health Solutions,3,5,5,,5,4,5,3,1,4,4,4,4,2,3,1,1,1
2013,H8870,MA-PD,Local CCP,MOLINA HEALTHCARE OF ILLINOIS,Molina Healthcare of Illinois,"Molina Healthcare, Inc.,",,,,,,,,,,,,,,,,,,
2013,H8908,MA-PD,Local CCP,"HUMANA MEDICAL PLAN OF MICHIGAN, INC.","Humana Medical Plan of Michigan, Inc.",Humana Inc.,,,,,,,,,,,,,,,,,,
2013,H8953,MA-PD,Local CCP,"HUMANA HEALTH PLAN OF OHIO, INC.","Humana Health Plan of Ohio, Inc.",Humana Inc.,5,5,3,,5,1,4,3,4,4,4,2,3,3,3,5,4,3
2013,H8980,MA-PD,Local CCP,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,HealthAmerica,Coventry Health Care Inc.,5,5,1,,5,5,2,4,1,,4,4,4,4,1,2,2,3
2013,H8991,MA-PD,Local CCP,"AMERIGROUP FLORIDA, INC.",Amerigroup Community Care,AMERIGROUP Corporation,3,1,5,,,1,4,2,1,4,4,4,4,1,4,1,1,1
2013,H9001,MA-PD,Local CCP,FALLON COMMUNITY HEALTH PLAN,Fallon Senior Plan or NaviCare,Fallon Community Health Plan,3,2,5,,4,3,4,5,5,,4,5,4,4,1,5,5,5
2013,H9003,MA-PD,Local CCP,KAISER FOUNDATION HP OF THE N W,Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",5,5,5,,3,3,4,5,3,5,5,5,4,5,4,5,5,5
2013,H9011,MA-PD,Local CCP,"UNITEDHEALTHCARE OF FLORIDA, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",4,5,5,,5,1,1,1,2,,1,2,4,4,3,2,2,1
2013,H9047,MA-PD,Local CCP,PROVIDENCE HEALTH PLAN,Providence Health Plans,Providence Health & Services,3,5,4,,4,5,4,5,3,5,4,5,4,3,3,5,5,5
2013,H9082,MA-PD,Local CCP,"MOLINA HEALTHCARE OF NEW MEXICO, INC.","Molina Healthcare of New Mexico, Inc.","Molina Healthcare, Inc.,",3,1,,,5,1,4,,,,4,2,4,3,5,1,1,2
2013,H9104,MA-PD,Local CCP,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Health Plan,5,1,1,4,,3,2,5,3,4,4,4,3,3,3,3,3,4
2013,H9285,MA-PD,Local CCP,"ATLANTIS HEALTH PLAN, INC.",EASY CHOICE HEALTH PLAN OF NEW YORK,"America¿s 1st Choice NY Holdings, LLC",4,5,,,5,,,,,,,,,,,,,
2013,H9302,MA-PD,Local CCP,"SOUNDPATH HEALTH, INC.",Soundpath Health,"Puget Sound Health Partners, Inc.",3,1,4,,1,3,4,4,4,4,4,4,4,3,3,4,4,5
2013,H9385,MA-PD,Local CCP,SCAN HEALTH PLAN OF ARIZONA,SCAN Health Plan Arizona,SCAN Health Plan,5,1,1,,5,3,1,1,3,4,2,2,3,3,3,3,3,3
2013,H9412,MA-PD,Local CCP,"GEISINGER QUALITY OPTIONS, INC.",Geisinger Gold,Geisinger Health System,,,,,,,,,,,,,,,,,,
2013,H9503,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,5,5,5,,5,1,4,2,3,4,2,1,3,3,4,3,3,3
2013,H9525,MA-PD,Local CCP,COMPCARE HEALTH SERVICES INSURANCE CORPORATION,Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",,,,,,,,,,,,,,,,,,
2013,H9572,MA-PD,Local CCP,BLUE CROSS BLUE SHIELD OF MICHIGAN,Blue Cross Blue Shield of Michigan,Blue Cross Blue Shield of Michigan,5,1,2,,3,5,4,5,5,,4,5,4,5,2,5,5,5
2013,H9615,MA-PD,Local CCP,"MVP HEALTH PLAN, INC.",MVP HEALTH CARE,"MVP Health Care, Inc.",5,5,5,,4,2,5,4,4,5,4,4,4,5,2,5,5,5
2013,H9670,MA-PD,Local CCP,"UPMC HEALTH BENEFITS, INC.",UPMC Health Plan,University of Pittsburgh Medical Center,4,5,,,,4,5,5,,,4,5,4,1,1,2,4,4
2013,H9730,MA-PD,Local CCP,"WELLCARE HEALTH INSURANCE OF ILLINOIS, INC.",WellCare,"WellCare Health Plans, Inc.",,,,,,,,,,,,,,,,,,
2013,H9834,MA-PD,Local CCP,GUNDERSEN LUTHERAN HEALTH PLAN MINNESOTA,Gundersen Lutheran Health Plan Minnesota,Gundersen Lutheran Health System Inc.,,,,,,,,,,,,,,,,,,
2013,H9847,MA-PD,Local CCP,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,Coventry Health Care,Coventry Health Care Inc.,5,5,1,,5,3,2,4,4,3,4,4,4,3,2,2,2,2
2013,H9859,MA-PD,Local CCP,"MVP HEALTH PLAN, INC.",MVP HEALTH CARE,"MVP Health Care, Inc.",5,5,5,,1,3,5,5,3,4,4,4,4,5,3,4,5,5
2013,H9915,MA-PD,Local CCP,"MEDSTAR FAMILY CHOICE, INC.","MedStar Family Choice, Inc","Medstar Health, Inc.",,,,,,,,,,,,,,,,,,
2013,H9947,MA-PD,Local CCP,"BLUE CROSS BLUE SHIELD OF GEORGIA, INC.",Blue Cross Blue Shield of Georgia,"WellPoint, Inc.",5,1,,,4,1,,,,,,,,,,,,
2013,R3175,MA-PD,Regional CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",5,5,2,,5,3,1,4,3,,2,3,4,4,3,1,2,3
2013,R3332,MA-PD,Regional CCP,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.",Florida Blue,Blue Cross and Blue Shield of Florida,3,5,4,4,3,1,4,3,5,4,2,3,4,4,2,3,4,3
2013,R3444,MA-PD,Regional CCP,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,Care Improvement Plus,"UnitedHealth Group, Inc.",5,5,3,,3,3,5,3,3,,4,4,4,1,3,2,1,2
2013,R5287,MA-PD,Regional CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",4,5,1,4,5,3,1,1,4,4,1,4,4,3,3,2,2,2
2013,R5342,MA-PD,Regional CCP,UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK,UnitedHealthcare,"UnitedHealth Group, Inc.",4,5,4,,5,2,1,3,5,,2,4,4,4,3,3,3,4
2013,R5826,MA-PD,Regional CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,5,5,5,5,5,2,4,4,5,,2,2,4,3,3,3,3,3
2013,R5941,MA-PD,Regional CCP,"ANTHEM INSURANCE COMPANIES, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",5,1,1,1,5,3,3,5,5,4,4,3,3,3,2,3,3,3
2013,R6801,MA-PD,Regional CCP,CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY,Care Improvement Plus,"UnitedHealth Group, Inc.",5,5,3,,4,3,4,2,3,4,4,2,4,2,4,1,1,1
2013,R7439,MA-PD,Regional CCP,HAWAII MEDICAL SERVICE ASSOCIATION,Akamai Advantage by HMSA,Hawaii Medical Service Association,4,4,1,,5,5,4,3,,3,4,5,4,5,3,4,3,4
2013,R7444,MA-PD,Regional CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",4,5,4,,5,1,1,1,5,,2,4,4,5,3,3,4,3
2013,R9896,MA-PD,Regional CCP,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO,Care Improvement Plus,"UnitedHealth Group, Inc.",5,5,2,,3,3,4,3,1,4,4,4,4,1,3,1,1,1
2013,S0043,PDP,PDP,"PREFERRED MEDICARE CHOICE, INC.","Preferred Medicare Choice, Inc.",Aveta Inc.,4,3,1,,,2,5,2,3,4,1,2,3,5,5,1,1,1
2013,S0064,PDP,PDP,UNITED PROSPERITY LIFE INSURANCE COMPANY,SmartD Rx,"RCGM, LLC",,,,,,,,,,,,,,,,,,
2013,S0128,PDP,PDP,HEALTHMARKETS INSURANCE COMPANY,HealthMarkets Medicare,"HealthMarkets, Inc.",,,,,,,,,,,,,,,,,,
2013,S0197,PDP,PDP,CAMBRIDGE LIFE INSURANCE COMPANY,First Health Part D,Coventry Health Care Inc.,5,4,5,,5,2,2,2,4,,4,4,5,3,3,4,2,4
2013,S0223,PDP,PDP,"HEALTH FIRST HEALTH PLANS, INC",Health First Medicare Prescription Drug Plan,Health First,4,3,,,3,,,,,,,,,,,,,
2013,S0586,PDP,PDP,"MVP HEALTH PLAN, INC.",MVP Health Care,"MVP Health Care, Inc.",,,,,,,5,,,,,,,3,1,2,5,5
2013,S0655,PDP,PDP,TUFTS INSURANCE COMPANY,Tufts Health Plan Medicare Preferred,"TAHMO, Inc.",,,1,,,3,5,,,4,5,4,3,4,4,4,4,3
2013,S1030,PDP,PDP,"BCBS ALABAMA, BCBS TENNESSEE",BlueRx,BCBS OF AL & BCBS OF TN,4,2,2,1,5,5,5,3,5,3,4,4,5,2,2,3,3,2
2013,S1140,PDP,PDP,"HEALTHNOW NEW YORK, INC.",HealthNow New York Inc.,HealthNow New York Inc.,,,,,,,,,,,,,,,,,,
2013,S1480,PDP,PDP,AULTCARE INSURANCE COMPANY,PrimeTime Prescription Drug Plan,Aultman Health Foundation,4,3,,,5,1,,,,,,,,,,,,
2013,S1822,PDP,PDP,"HEALTHPARTNERS, INC.",HealthPartners National PDP,"HealthPartners, Inc.",,,,,,,5,,,,,,,4,5,3,5,5
2013,S2321,PDP,PDP,QCC INS CO D/B/A AMERIHEALTH INS CO,AmeriHealth Rx,Independence Blue Cross,4,5,5,5,5,2,5,4,4,2,4,4,3,3,1,2,5,5
2013,S2468,PDP,PDP,CA PHYSICIANS' SERVICE DBA BLUE SHIELD OF CA,Blue Shield of California,California Physicians' Service,5,5,2,2,2,2,4,5,5,,5,4,5,3,5,3,4,4
2013,S2505,PDP,PDP,"WINDSOR HEALTH PLAN, INC",Windsor Rx,Munich American Holding Corporation,4,5,5,2,4,5,5,4,3,,4,2,3,1,2,1,1,1
2013,S2874,PDP,PDP,"HUMANA INSURANCE OF PUERTO RICO, INC.","Humana Insurance of Puerto Rico, Inc.",Humana Inc.,5,4,,,2,,4,,,,,,3,4,5,1,1,1
2013,S2893,PDP,PDP,ANTHEM INSURANCE CO. & BCBSMA & BCBSRI & BCBSVT,Blue MedicareRx,Anthem Insurance Co. & BCBSMA & BCBSRI & BCBSVT,4,3,1,2,5,2,4,5,5,2,4,4,3,5,2,5,5,5
2013,S2978,PDP,PDP,DESTINY HEALTH INSURANCE COMPANY,Destiny Health Insurance Company,Discovery Holdings Limited,,,,,,,,,,,,,,,,,,
2013,S3389,PDP,PDP,"UPMC HEALTH BENEFITS, INC",UPMC Health Plan,University of Pittsburgh Medical Center,,,5,,,,5,,5,,5,4,3,4,2,3,4,5
2013,S3440,PDP,PDP,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,Alliance Medicare Rx,Health Alliance Plan (HAP),4,5,5,,,3,5,2,4,4,1,4,5,1,1,3,3,3
2013,S3474,PDP,PDP,HEARTLAND FIDELITY INSURANCE COMPANY,"Benecard Services, Inc.",Heartland Fidelity Insurance Company,,,,,,,,,,,,,,,,,,
2013,S3521,PDP,PDP,"EXCELLUS HEALTH PLAN, INC","Excellus Health Plan, Inc","Lifetime Healthcare, Inc.",5,5,5,,5,2,5,5,3,4,5,5,3,4,3,5,5,5
2013,S3618,PDP,PDP,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",Advantage Plus - Meridian,"Caidan Enterprises, Inc.",,,,,,,,,,,,,,,,,,
2013,S3706,PDP,PDP,COLORADO ACCESS,Colorado Access Advantage,Colorado Access,,,,,,,,,,,,,,,,,,
2013,S3994,PDP,PDP,HAWAII MEDICAL SERVICE ASSOCIATION (HMSA),HMSA's Medicare Rx Plan,Hawaii Medical Service Association,,,1,,,5,5,,2,4,5,5,,5,5,5,5,5
2013,S4219,PDP,PDP,HEALTH ALLIANCE MEDICAL PLANS,Health Alliance Medicare Prescription Plan,Health Alliance Medical Plans,4,5,5,,5,1,5,1,,4,4,2,5,1,2,4,3,3
2013,S4610,PDP,PDP,CATALYST RX PLAN SERVICES INSURANCE COMPANY,Catalyst Rx Prescription Drug Plan,"Catalyst Health Solutions, Inc.",,,,,,,,,,,,,,,,,,
2013,S4802,PDP,PDP,STERLING LIFE INSURANCE COMPANY,Windsor Rx,Munich American Holding Corporation,4,5,2,1,5,4,3,4,2,4,1,4,3,4,2,4,3,3
2013,S5351,PDP,PDP,"PACIFICSOURCE COMMUNITY HEALTH PLANS, INC.",PacificSource Medicare,PacificSource Health Plans,,,,,,,,,,,,,,,,,,
2013,S5540,PDP,PDP,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,Blue Cross and Blue Shield of North Carolina,Blue Cross and Blue Shield of North Carolina,5,3,2,2,5,4,5,5,4,5,5,5,5,1,3,5,4,3
2013,S5552,PDP,PDP,HUMANA INSURANCE COMPANY OF NEW YORK,Humana Insurance Company of New York,Humana Inc.,5,5,5,5,5,2,4,4,5,3,2,2,3,5,3,3,3,3
2013,S5569,PDP,PDP,CAMBRIDGE LIFE INSURANCE COMPANY,First Health Part D,Coventry Health Care Inc.,5,4,2,,5,2,2,2,4,4,4,4,5,5,2,3,2,2
2013,S5580,PDP,PDP,FIRST UNITED AMERICAN LIFE INSURANCE COMPANY,First United American Life Insurance Company,Torchmark Corporation,5,5,2,5,5,2,3,4,3,4,4,4,5,5,3,2,3,2
2013,S5584,PDP,PDP,BLUE CROSS BLUE SHIELD OF MICHIGAN,Blue Cross Blue Shield of Michigan,Blue Cross Blue Shield of Michigan,5,2,1,,5,5,5,5,5,4,4,5,5,5,1,4,5,5
2013,S5588,PDP,PDP,PARAMOUNT INSURANCE COMPANY,Paramount Prescription Drug Plan,Promedica Health System,,,,,,,5,,,,,,,5,3,5,5,5
