Year,Contract Number,Contract Type,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,Summary Score,SNP,Sanction Deduction
2014,H3814,MA-PD,Local CCP,ATRIO HEALTH PLANS,ATRIO Health Plans,ATRIO Health Plans,4,Yes,No
2014,H3815,MA-PD,Local CCP,CITIZENS CHOICE HEALTHPLAN,Citizens Choice Healthplan,Honored Citizens Choice Health Plan,3.5,No,No
2014,H3817,MA-PD,Local CCP,REGENCE BLUECROSS BLUESHIELD OF OREGON,Regence BlueCross BlueShield of Oregon,"Cambia Health Solutions, Inc.",4,No,No
2014,H3818,MA-PD,Local CCP,"FAMILYCARE HEALTH PLANS, INC.","FamilyCare Health Plans, Inc.",FamilyCare Incorporated,3,Yes,No
2014,H3822,MA-PD,Local CCP,HEALTH CARE SERVICE CORPORATION,"Blue Cross Blue Shield of IL, NM",Health Care Service Corporation,Plan too new to be measured,Yes,No
2014,H3832,MA-PD,Local CCP,HAWAII MEDICAL SERVICE ASSOCIATION,Akamai Advantage by HMSA,Hawaii Medical Service Association,5,No,No
2014,H3864,MA-PD,Local CCP,"PACIFICSOURCE COMMUNITY HEALTH PLANS, INC.",PacificSource Medicare,PacificSource Health Plans,4,No,No
2014,H3887,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,Yes,No
2014,H3907,MA-PD,Local CCP,"UPMC HEALTH PLAN, INC.",UPMC Health Plan,University of Pittsburgh Medical Center,4.5,Yes,No
2014,H3909,MA-PD,Local CCP,QCC INSURANCE COMPANY,Personal Choice 65 PPO,Independence Blue Cross,3.5,No,No
2014,H3912,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,Yes,No
2014,H3916,MA-PD,Local CCP,HIGHMARK HEALTH SERVICES,Highmark Health Services,Highmark,3.5,No,No
2014,H3921,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,No,No
2014,H3923,MA-PD,Local CCP,CAPITAL ADVANTAGE INSURANCE COMPANY,Capital Advantage Insurance Company,Capital BlueCross,3.5,No,No
2014,H3924,MA-PD,Local CCP,GEISINGER INDEMNITY INSURANCE COMPANY,Geisinger Gold,Geisinger Health System,4,No,No
2014,H3928,MA-PD,Local CCP,"COVENTRY HEALTH CARE OF LOUISIANA, INC.","Coventry Health Care of Louisiana, Inc.",Aetna Inc.,Plan too new to be measured,No,No
2014,H3931,MA-PD,Local CCP,"AETNA HEALTH, INC, (PA)",Aetna Medicare,Aetna Inc.,4,No,No
2014,H3945,MA-PD,Local CCP,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna-HealthSpring,CIGNA,Plan too new to be measured,No,No
2014,H3949,MA-PD,Local CCP,"BRAVO HEALTH PENNSYLVANIA, INC.",Cigna-HealthSpring,CIGNA,3,Yes,No
2014,H3952,MA-PD,Local CCP,"KEYSTONE HEALTH PLAN EAST, INC.",Keystone 65 HMO,Independence Blue Cross,4,No,No
2014,H3954,MA-PD,Local CCP,GEISINGER HEALTH PLAN,Geisinger Gold,Geisinger Health System,4,Yes,No
2014,H3957,MA-PD,Local CCP,"KEYSTONE HEALTH PLAN WEST, INC.","Keystone Health Plan West, Inc.",Highmark,3.5,No,No
2014,H3959,MA-PD,Local CCP,"HEALTHAMERICA PENNSYLVANIA, INC.",HealthAmerica,Aetna Inc.,4,Yes,No
2014,H3962,MA-PD,Local CCP,"KEYSTONE HEALTH PLAN CENTRAL, INC.","Keystone Health Plan Central, Inc.",Capital BlueCross,3.5,No,No
2014,H3979,MA-PD,Local CCP,"GHS HEALTH MAINTENANCE ORGANIZATION, INC.",Blue Cross Blue Shield of OK,Health Care Service Corporation,Plan too new to be measured,No,No
2014,H3992,MA-PD,Demo,"PROCARE HEALTH PLAN, INC.","ProCare Health Plan, Inc.","Vanguard Health System, Inc.",Plan too new to be measured,No,No
2014,H4003,MA-PD,Local CCP,"MMM HEALTHCARE, INC.",Medicare y Mucho Mßs,InnovaCare Inc.,2.5,Yes,No
2014,H4004,MA-PD,Local CCP,"PREFERRED MEDICARE CHOICE, INC.","Preferred Medicare Choice, Inc.",InnovaCare Inc.,2.5,Yes,No
2014,H4005,MA-PD,Local CCP,"TRIPLE-S SALUD, INC.","Triple-S Salud, Inc.",Triple-S Management Corporation,2.5,No,No
2014,H4006,MA-PD,Local CCP,"MCS ADVANTAGE, INC.",MCS Classicare,"Medical Card System, Inc.",2.5,No,No
2014,H4007,MA-PD,Local CCP,"HUMANA HEALTH PLANS OF PUERTO RICO, INC.","HUMANA HEALTH PLANS OF PUERTO RICO, INC.",Humana Inc.,3,Yes,No
2014,H4011,MA-PD,Local CCP,"FIRST MEDICAL HEALTH PLAN, INC.","First Medical Health Plan, Inc.","First Medical Health Plan, Inc.",3,No,No
2014,H4012,MA-PD,Local CCP,"TRIPLE-S SALUD, INC.","Triple-S Salud, Inc.",Triple-S Management Corporation,2.5,Yes,No
2014,H4036,MA-PD,Local CCP,"ANTHEM INSURANCE COMPANIES, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",4,No,No
2014,H4079,MA-PD,Demo,"UNITEDHEALTHCARE OF WASHINGTON, INC.","UnitedHealthcare of Washington, Inc.","UnitedHealth Group, Inc.",Plan too new to be measured,No,No
2014,H4102,MA-PD,Local CCP,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",4,No,No
2014,H4123,MA-PD,Local CCP,"MERCYCARE HMO, INC.",MercyCare Health Plans,"Mercy Alliance, Inc.",4.5,Yes,No
2014,H4125,MA-PD,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,2.5,No,No
2014,H4141,MA-PD,Local CCP,"HUMANA EMPLOYERS HEALTH PLAN OF GEORGIA, INC.","Humana Employers Health Plan of Georgia, Inc.",Humana Inc.,3.5,Yes,No
2014,H4145,MA-PD,Local CCP,"HUMANA REGIONAL HEALTH PLAN, INC.","Humana Regional Health Plan, Inc.",Humana Inc.,Plan too new to be measured,No,No
2014,H4152,MA-PD,Local CCP,BLUE CROSS & BLUE SHIELD OF RHODE ISLAND,Blue Cross & Blue Shield of Rhode Island,Blue Cross & Blue Shield of Rhode Island,3.5,No,No
2014,H4199,MA-PD,Local CCP,"FLORIDA HEALTHCARE PLUS, INC.",FLORIDA HEALTHCARE PLUS,"Florida Healthcare Plus, Inc.",3,Yes,No
2014,H4209,MA-PD,Local CCP,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,Blue Cross Blue Shield of South Carolina,BlueCross BlueShield of South Carolina (BCBSSC),2.5,No,No
2014,H4211,MA-PD,Local CCP,"AMGP GEORGIA MANAGED CARE COMPANY, INC.",Amerigroup,"WellPoint, Inc.",Not enough data available,Yes,No
2014,H4213,MA-PD,PFFS,USABLE MUTUAL INSURANCE COMPANY,ARKANSAS BLUE CROSS AND BLUE SHIELD,USAble Mutual Insurance Company,3,No,No
2014,H4227,MA-PD,Local CCP,"VISTA HEALTH PLAN, INC.","Vista Health Plan, Inc.",Independence Blue Cross,Plan too new to be measured,Yes,No
2014,H4268,MA-PD,PFFS,"AMERICA'S 1ST CHOICE INSURANCE COMPANY OF NC, INC.",America's 1st Choice Insurance Company of NC,"America's 1st Choice Holdings of N.C., LLC",2.5,No,No
2014,H4270,MA-PD,Local CCP,"UCARE HEALTH, INC.",UCare,UCare Minnesota,4,No,No
2014,H4279,MA-PD,Local CCP,"UPMC FOR YOU, INC",UPMC for You,University of Pittsburgh Medical Center,4,Yes,No
2014,H4337,MA-PD,Demo,"COVENTRY HEALTH CARE OF VIRGINIA, INC.",CoventryCares Advantage,Aetna Inc.,Plan too new to be measured,No,No
2014,H4346,MA-PD,Local CCP,CAREMORE HEALTH PLAN OF NEVADA,CareMore Health Plan of Nevada,"WellPoint, Inc.",4,Yes,No
2014,H4406,MA-PD,Local CCP,"UNITEDHEALTHCARE PLAN OF THE RIVER VALLEY, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",2.5,No,No
2014,H4407,MA-PD,Local CCP,"HEALTHSPRING OF TENNESSEE, INC.",Cigna-HealthSpring,CIGNA,3.5,Yes,No
2014,H4408,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3.5,No,No
2014,H4454,MA-PD,Local CCP,"HEALTHSPRING OF TENNESSEE, INC.",Cigna-HealthSpring,CIGNA,3.5,Yes,No
2014,H4456,MA-PD,Local CCP,"UNITEDHEALTHCARE PLAN OF THE RIVER VALLEY, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,No,No
2014,H4461,MA-PD,Local CCP,CARITEN HEALTH PLAN INC.,"Cariten Health Plan, Inc.",Humana Inc.,4.5,Yes,No
2014,H4465,MA-PD,Demo,"INDEPENDENCE CARE SYSTEM, INC.","Independence Care System, Inc.",Paraprofessional Healthcare Institute,Plan too new to be measured,No,No
2014,H4506,MA-PD,Local CCP,"SELECTCARE OF TEXAS, INC.",Universal American Corp.,Universal American Corp.,4.5,No,No
2014,H4510,MA-PD,Local CCP,"HUMANA HEALTH PLAN OF TEXAS, INC.","HUMANA HEALTH PLAN OF TEXAS, INC.",Humana Inc.,3.5,Yes,No
2014,H4513,MA-PD,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,3.5,Yes,No
2014,H4514,MA-PD,Local CCP,"UNITEDHEALTHCARE COMMUNITY PLAN OF TEXAS, LLC",UnitedHealthcare,"UnitedHealth Group, Inc.",3,Yes,No
2014,H4520,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3.5,No,No
2014,H4522,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,Yes,No
2014,H4523,MA-PD,Local CCP,"AETNA HEALTH, INC. (TX)",Aetna Medicare,Aetna Inc.,2.5,No,No
2014,H4524,MA-PD,Local CCP,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Inc.,3.5,No,No
2014,H4525,MA-PD,Local CCP,"SHA, L.L.C",FirstCare Advantage,Covenant Health - Hendrick Medical Center,3.5,Yes,No
2014,H4527,MA-PD,Local CCP,PHYSICIANS HEALTH CHOICE OF TEXAS LLC,PHYSICIANS HEALTH CHOICE,"UnitedHealth Group, Inc.",3,Yes,No
2014,H4528,MA-PD,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,3,Yes,No
2014,H4564,MA-PD,1876 Cost,SCOTT AND WHITE HEALTH PLAN,Scott and White Health Plan SeniorCare,Scott and White Healthcare,4.5,No,No
2014,H4590,MA-PD,Local CCP,"UNITEDHEALTHCARE BENEFITS OF TEXAS, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,Yes,No
2014,H4604,MA-PD,Local CCP,"UNITEDHEALTHCARE OF UTAH, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",4,No,No
2014,H4605,MA-PD,Local CCP,REGENCE BLUECROSS BLUESHIELD OF UTAH,Regence BlueCross BlueShield of Utah,"Cambia Health Solutions, Inc.",4,No,No
2014,H4606,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3.5,No,No
2014,H4712,MA-PD,Demo,"BLUE CROSS OF IDAHO CARE PLUS, INC.",Idaho Care Plus,"Blue Cross of Idaho Health Services, Inc.",Plan too new to be measured,No,No
2014,H4738,MA-PD,Local CCP,"AMERICA'S 1ST CHOICE HEALTH PLANS, INC.","America's 1st Choice Health Plans, Inc.","America's 1st Choice Holdings of S.C., LLC",2,No,No
2014,H4740,MA-PD,Demo,"CATHOLIC MANAGED LONG TERM CARE, INC.",ArchCare Community Advantage,Catholic Health Care System,Plan too new to be measured,No,No
2014,H4754,MA-PD,Local CCP,"PACIFICSOURCE COMMUNITY HEALTH PLANS, INC.",PacificSource Medicare,PacificSource Health Plans,3.5,No,No
2014,H4837,MA-PD,Local CCP,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",2.5,Yes,No
2014,H4866,MA-PD,Local CCP,CUATRO LLC,Access Medicare,Cuatro LLC.,3,Yes,No
2014,H4871,MA-PD,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,Plan too new to be measured,No,No
2014,H4875,MA-PD,Local CCP,PRIORITY HEALTH,Priority Health Medicare,Spectrum Health System,4.5,No,No
2014,H4876,MA-PD,Local CCP,"CONSTELLATION HEALTH, LLC.",Constellation Health,"Constellation Health, LLC.",Plan too new to be measured,No,No
2014,H4909,MA-PD,Local CCP,"ANTHEM HEALTH PLANS OF VIRGINIA, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",4,No,No
2014,H4910,MA-PD,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,3.5,No,No
2014,H4956,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3.5,No,No
2014,H5005,MA-PD,Local CCP,"UNITEDHEALTHCARE OF WASHINGTON, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",4,No,No
2014,H5008,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,Yes,No
2014,H5009,MA-PD,Local CCP,REGENCE BLUESHIELD,Regence BlueShield,"Cambia Health Solutions, Inc.",4,No,No
2014,H5010,MA-PD,Local CCP,ASURIS NORTHWEST HEALTH,Asuris Northwest Health,"Cambia Health Solutions, Inc.",3.5,No,No
2014,H5041,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,4.5,No,No
2014,H5042,MA-PD,Local CCP,"CDPHP UNIVERSAL BENEFITS, INC.",CDPHP Medicare Choices,"Capital District Physicians' Health Plan, Inc.",5,No,No
2014,H5048,MA-PD,Local CCP,"COVENTRY HEALTH CARE OF TEXAS, INC.","Coventry Health Care of Texas, Inc.",Aetna Inc.,Plan too new to be measured,No,No
2014,H5050,MA-PD,Local CCP,GROUP HEALTH COOPERATIVE,Group Health Cooperative,Group Health Cooperative,4.5,No,No
2014,H5087,MA-PD,Local CCP,EASY CHOICE HEALTH PLAN INC.,Easy Choice Health Plan,"WellCare Health Plans, Inc.",2.5,Yes,No
2014,H5106,MA-PD,Local CCP,HM HEALTH INSURANCE COMPANY,Highmark Health Insurance Company,Highmark,3.5,No,No
2014,H5141,MA-PD,Local CCP,CAREPOINT INSURANCE COMPANY,CarePoint Health Plans,IJKG Opco LLC,Plan too new to be measured,Yes,No
2014,H5151,MA-PD,Local CCP,HEALTH PLAN OF THE UPPER OHIO VALLEY,The Health Plan,Health Plan of the Upper Ohio Valley,4,Yes,No
2014,H5172,MA-PD,Demo,COMMUNITY HEALTH GROUP,Community Health Group,Community Health Group,Plan too new to be measured,No,No
2014,H5190,MA-PD,Local CCP,"SUNSHINE STATE HEALTH PLAN, INC.",Advantage by Sunshine Health,Centene Corporation,Plan too new to be measured,Yes,No
2014,H5207,MA-PD,Local CCP,"COMMUNITY CARE HEALTH PLAN, INC.",Community Care,"Community Care, Inc.",4.5,Yes,No
2014,H5209,MA-PD,Local CCP,"CARE WISCONSIN HEALTH PLAN, INC.","Care Wisconsin Health Plan, Inc.","Care Wisconsin First, Inc.",3.5,Yes,No
2014,H5211,MA-PD,Local CCP,"SECURITY HEALTH PLAN OF WISCONSIN, INC.","Security Health Plan of Wisconsin, Inc.",Marshfield Clinic.,4.5,No,No
2014,H5214,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3.5,No,No
2014,H5215,MA-PD,Local CCP,NETWORK HEALTH INSURANCE CORPORATION,Network Health Medicare Advantage Plans,"Ministry Health Care, Inc.",5,Yes,No
2014,H5216,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,4,No,No
2014,H5253,MA-PD,Local CCP,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,Yes,No
2014,H5262,MA-PD,Local CCP,GUNDERSEN HEALTH PLAN,"Gundersen Health Plan, Inc.",Gundersen Lutheran Health System Inc.,5,No,No
2014,H5280,MA-PD,Demo,"MOLINA HEALTHCARE OF OHIO, INC.",Molina Healthcare of Ohio,"Molina Healthcare, Inc.,",Plan too new to be measured,No,No
2014,H5291,MA-PD,Local CCP,"HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.",Humana Inc.,4,No,No
2014,H5294,MA-PD,Local CCP,"SUPERIOR HEALTH PLAN, INC.",Advantage by Superior HealthPlan,Centene Corporation,2,Yes,No
2014,H5302,MA-PD,Local CCP,"COVENTRY HEALTH CARE OF GEORGIA, INC.",Coventry Health Care,Aetna Inc.,3,No,No
2014,H5322,MA-PD,Local CCP,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,UnitedHealthcare,"UnitedHealth Group, Inc.",Plan too new to be measured,Yes,No
2014,H5355,MA-PD,Demo,IEHP HEALTH ACCESS,IEHP DualChoice,INLAND EMPIRE HEALTH PLAN,Plan too new to be measured,No,No
2014,H5378,MA-PD,Local CCP,THE PYRAMID LIFE INSURANCE COMPANY,Universal American Corp.,Universal American Corp.,2.5,No,No
2014,H5410,MA-PD,Local CCP,HEALTHSPRING OF FLORIDA,Cigna-HealthSpring,CIGNA,5,Yes,No
2014,H5414,MA-PD,Local CCP,"AETNA HEALTH, INC. (FL)",Aetna Medicare,Aetna Inc.,3.5,No,No
2014,H5415,MA-PD,Local CCP,"HUMANA HEALTH INSURANCE COMPANY OF FLORIDA, INC.","Humana Health Insurance Company of FL, Inc.",Humana Inc.,3.5,No,No
2014,H5416,MA-PD,Local CCP,"ARCADIAN HEALTH PLAN, INC.","Arcadian Health Plan, Inc.",Humana Inc.,3,No,No
2014,H5417,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,Yes,No
2014,H5420,MA-PD,Local CCP,"MEDICA HEALTHCARE PLANS, INC.","Medica HealthCare Plans, Inc.","UnitedHealth Group, Inc.",3.5,Yes,No
2014,H5422,MA-PD,Local CCP,BLUE CROSS BLUE SHIELD HEALTHCARE PLAN OF GEORGIA,Blue Cross Blue Shield Healthcare Plan of Georgia,"WellPoint, Inc.",3,No,No
2014,H5424,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,Yes,No
2014,H5425,MA-PD,Local CCP,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Health Plan,4,Yes,No
2014,H5427,MA-PD,Local CCP,"FREEDOM HEALTH PLAN, INC.","Freedom Health, Inc.","America's 1st Choice Holdings of Florida, LLC",3.5,Yes,No
2014,H5428,MA-PD,Local CCP,SAN MATEO HEALTH COMMISSION,Health Plan of San Mateo,Health Plan of San Mateo,4.5,Yes,No
2014,H5430,MA-PD,Local CCP,ONECARE BY CARE1ST HEALTH PLAN ARIZONA INC.,"ONECare by Care1st Health Plan Arizona, Inc.",Care1st Health Plan,2.5,Yes,No
2014,H5431,MA-PD,Local CCP,"HEALTHSUN HEALTH PLANS, INC.","HealthSun Health Plans, Inc.","HealthSun Health Plans, Inc",3.5,Yes,No
2014,H5433,MA-PD,Local CCP,ORANGE COUNTY HEALTH AUTHORITY,OneCare,Orange County Health Authority,4,Yes,No
2014,H5434,MA-PD,Local CCP,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.",Florida Blue,Blue Cross and Blue Shield of Florida,4,No,No
2014,H5435,MA-PD,PFFS,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,No,No
2014,H5439,MA-PD,Local CCP,HEALTH NET LIFE INSURANCE COMPANY,Health Net Life Insurance Company,"Health Net, Inc.",2.5,No,No
2014,H5441,MA-PD,Demo,"MANAGED HEALTH, INC.",Healthfirst Medicare Plan,"Healthfirst, Inc.",Plan too new to be measured,No,No
2014,H5471,MA-PD,Local CCP,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.","Simply Healthcare Holdings, Inc.",2.5,Yes,No
2014,H5475,MA-PD,Local CCP,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",Meridian Health Plan,"Caidan Enterprises, Inc.",3,Yes,No
2014,H5507,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",4,No,No
2014,H5508,MA-PD,Local CCP,"ADVANTAGE HEALTH SOLUTIONS, INC.","ADVANTAGE Health Solutions, Inc.",Advantage Health Solutions,3.5,No,No
2014,H5509,MA-PD,Local CCP,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,COVENTRY HEALTH CARE,Aetna Inc.,3.5,No,No
2014,H5516,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,No,No
2014,H5520,MA-PD,Local CCP,HEALTH NET LIFE INSURANCE COMPANY,Health Net Life Insurance Company,"Health Net, Inc.",4,No,No
2014,H5521,MA-PD,Local CCP,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Inc.,4.5,No,No
2014,H5522,MA-PD,Local CCP,"HEALTHASSURANCE PENNSYLVANIA, INC.",HealthAmerica,Aetna Inc.,4,No,No
2014,H5525,MA-PD,Local CCP,"HUMANA BENEFIT PLAN OF ILLINOIS, INC.","Humana Benefit Plan of Illinois, Inc.",Humana Inc.,5,No,No
2014,H5526,MA-PD,Local CCP,HEALTHNOW NEW YORK INC.,BCBS of WNY/BS of NENY/HealthNow New York Inc.,HealthNow New York Inc.,4.5,No,No
2014,H5528,MA-PD,Local CCP,GROUP HEALTH INCORPORATED,EmblemHealth Medicare PPO,"EmblemHealth, Inc.",3.5,Yes,No
2014,H5529,MA-PD,Local CCP,COMMUNITY INSURANCE COMPANY,Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",3.5,No,No
2014,H5530,MA-PD,Local CCP,"ANTHEM HEALTH PLANS OF KENTUCKY, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",3,No,No
2014,H5532,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,No,No
2014,H5533,MA-PD,Local CCP,"UPMC HEALTH NETWORK, INC.",UPMC Health Plan,University of Pittsburgh Medical Center,4,No,No
2014,H5549,MA-PD,Local CCP,VNS CHOICE,VNSNY CHOICE Medicare,Visiting Nurse Service of New York,2.5,Yes,No
2014,H5576,MA-PD,Local CCP,"VANTAGE HEALTH PLAN, INC.","Vantage Health Plan, Inc.","Vantage Health Plan, Inc.",3.5,No,No
2014,H5577,MA-PD,Local CCP,"MCS ADVANTAGE, INC.",MCS Classicare,"Medical Card System, Inc.",3,Yes,No
2014,H5580,MA-PD,Local CCP,SOUTHWEST CATHOLIC HEALTH NETWORK CORPORATION,Mercy Care Advantage,Southwest Catholic Health Network,2.5,Yes,No
2014,H5587,MA-PD,Local CCP,"HEALTH CHOICE ARIZONA, INC.",Health Choice Generations HMO SNP,IASIS Healthcare,2.5,Yes,No
2014,H5590,MA-PD,Local CCP,BRIDGEWAY HEALTH SOLUTIONS,Advantage by Bridgeway Health Solutions HMO SNP,Centene Corporation,3,Yes,No
2014,H5591,MA-PD,Local CCP,"MARTIN'S POINT GENERATIONS, LLC",Martin's Point Generations Advantage,"Martin's Point Health Care, Inc.",4.5,No,No
2014,H5592,MA-PD,Demo,"WELLCARE OF SOUTH CAROLINA, INC.",WellCare,"WellCare Health Plans, Inc.",Plan too new to be measured,No,No
2014,H5594,MA-PD,Local CCP,"OPTIMUM HEALTHCARE, INC.","Optimum HealthCare, Inc.","America's 1st Choice Holdings of Florida, LLC",4,Yes,No
2014,H5608,MA-PD,Local CCP,"DENVER HEALTH MEDICAL PLAN, INC.","Denver Health Medical Plan, Inc.",Denver Health and Hospital Authority,2.5,Yes,No
2014,H5609,MA-PD,Local CCP,GEMCARE HEALTH PLAN INC.,GEMCARE Health Plan,"GEMCare Mercy Memorial Health Systems, LLC",4,No,No
2014,H5619,MA-PD,Local CCP,"ARCADIAN HEALTH PLAN, INC.","Arcadian Health Plan, Inc.",Humana Inc.,3.5,Yes,No
2014,H5628,MA-PD,Local CCP,"MOLINA HEALTHCARE OF UTAH, INC.",Molina Healthcare of Utah,"Molina Healthcare, Inc.,",3.5,Yes,No
2014,H5640,MA-PD,Local CCP,IEHP HEALTH ACCESS,IEHP Medicare DualChoice,INLAND EMPIRE HEALTH PLAN,2.5,Yes,No
2014,H5649,MA-PD,Local CCP,"CENTRAL HEALTH PLAN OF CALIFORNIA, INC.",Central Health Medicare Plan,Central Health Plan of California,3.5,Yes,No
2014,H5652,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,Erickson Advantage,"UnitedHealth Group, Inc.",4,Yes,No
2014,H5656,MA-PD,Local CCP,"SELECTCARE HEALTH PLANS, INC.",Universal American Corp.,Universal American Corp.,3,No,No
2014,H5685,MA-PD,Local CCP,"MIDWEST HEALTH PLAN, INC.",Midwest Advantage,Henry Ford Health System,3,Yes,No
2014,H5696,MA-PD,Local CCP,"PHYSICIANS UNITED PLAN, INC.",Physicians United Plan,"IDJB Investments, LLC",3.5,Yes,No
2014,H5698,MA-PD,Local CCP,"WINDSOR HEALTH PLAN, INC.",Windsor Medicare Extra,Munich American Holding Corporation,2.5,Yes,No
2014,H5703,MA-PD,Local CCP,SOUTH COUNTRY HEALTH ALLIANCE,South Country Health Alliance,South Country Health Alliance,3.5,Yes,No
2014,H5732,MA-PD,Local CCP,"TRIPLE-S SALUD, INC.","Triple-S Salud, INC.",Triple-S Management Corporation,2,No,No
2014,H5746,MA-PD,Local CCP,"AMERIGROUP COMMUNITY CARE OF NEW MEXICO, INC.",Amerigroup Community Care of New Mexico,"WellPoint, Inc.",3.5,Yes,No
2014,H5749,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,No,No
2014,H5750,MA-PD,Local CCP,METROPOLITAN HEALTH PLAN,MHP,Metropolitan Health Plan,Not enough data available,Yes,No
2014,H5765,MA-PD,Local CCP,"SATELLITE HEALTH PLAN, INC.",Satellite Health Plan,"Satellite Healthcare, Inc.",Plan too new to be measured,Yes,No
2014,H5774,MA-PD,Local CCP,"AMERICAN HEALTH, INC.",American Health Medicare,Triple-S Management Corporation,3,Yes,No
2014,H5779,MA-PD,Local CCP,"MERIDIAN HEALTH PLAN OF ILLINOIS, INC.",Meridian Health Plan,"Caidan Enterprises, Inc.",Plan too new to be measured,Yes,No
2014,H5782,MA-PD,Local CCP,PARTNERSHIP HEALTHPLAN OF CALIFORNIA,Partnership HealthPlan of California,PARTNERSHIP HEALTHPLAN OF CALIFORNIA,4.5,Yes,No
2014,H5786,MA-PD,Local CCP,"MERIDIAN HEALTH PLAN OF IOWA, INC.",Meridian Health Plan,"Caidan Enterprises, Inc.",Plan too new to be measured,Yes,No
2014,H5793,MA-PD,Local CCP,"AETNA HEALTH, INC. (CT)",Aetna Medicare,Aetna Inc.,3.5,No,No
